,Journal Entry,Date,sent
363,"Printer cable needs looking at ? wrong cable. Bec suggests that we have a sign up saying that Benzos, Opioids, etc not prescribed at the clinic, as Cassie was not impressed that she couldn't get her scripts tonight.",8/13/2020,-0.5
364,Pretty quiet. A new young couple i chatted to for a fair while.very grateful  for  everything.  â¤,8/13/2020,0.23727272727272725
368,"Awesome to be here with nurse Simone, quiet night",8/18/2020,0.5
373,Everyone subdued and down as Aysha was murdered on weekend.,8/24/2020,-0.15555555555555559
375,"Amazing Simone, interesting wound care tonight, Simone considers Tony for her pay role LOL",8/25/2020,0.6333333333333334
377,"Amazing Simon who bright his own nurse into clinic, co-oped his wife to open clinic
Simone was awesome as usual",8/26/2020,0.4416666666666667
378,"Sue is awesome,  great shift, excellent team ðŸ˜„ðŸ˜ðŸ˜†ðŸ¥°",8/27/2020,0.9333333333333332
379,This was my first shift as a sunny street volunteer and I absolutely loved it! It was great chatting to people about medical and non-medical topics. Jenny was a great buddy and I learnt a lot!,8/27/2020,0.585
381,Busy and great shift. :),9/1/2020,0.4666666666666666
382,Very very quiet. Only one person in Red Cross tonight. ,9/1/2020,0.0
383,"Still no patients 
2 buddy shifts - they were aces! ",9/1/2020,0.0
384,"Most popular attendance for about 3 months, lots of people speaking to healthcare workers, and we sang Happy Birthday for Aliâ€™s 40th",9/2/2020,0.6333333333333334
385,"We have asked Wesley that we take temperatures with our thermometer at all clinics moving forward due to inaccuracy of thermo scanner.
Awesome job from Mia and Ajax, great support from Simon
Only safety reduction due to temperature read at 34degC, and patient through at 37.7",9/2/2020,0.31
386,Awesome Di did her Buddy ShiftðŸ˜Š,9/3/2020,1.0
387,Good night. Great to have Monique here. Maybe  access to printer would be helpful. ,9/3/2020,0.75
390,"It would be helpful to know ahead of clinic availability of Telehealth
Nurse Simone was awesome at dispensing kindness and compassion",9/8/2020,1.0
392,"It was a good night, good support from everyone here. Good chats 
Orange Sky lady was pleased to talk about a patient too ",9/9/2020,0.6499999999999999
393,"Busy night tonight with 6 patients coming in a short timeframe, Ajax did an amazing job seeing 5 patients with care and compassion, grateful that Nova was there for our three Telehealth consults
Enjoyed meeting MaryAnn ... please send her back to help ðŸ˜€",9/9/2020,0.24000000000000005
394,We got Ferraro rochers today and lots of doctors!! ,9/10/2020,0.0
395,Welcome  to  Suzanne!,9/10/2020,1.0
396,Quiet clinic - closed next week ,9/14/2020,-0.03333333333333333
397,Teula called the ambulance for Peter,9/15/2020,0.0
398,"Quiet night tonight, only 6 young people in. Great to have Monique here... My first night with a doctor. ðŸ˜„",9/15/2020,0.22999999999999998
399,Nil patients. Service providers motivated ,9/15/2020,0.0
401,Mia was awesome in helping patients,9/16/2020,1.0
402,Karen Shultz did her Buddy Shift,9/17/2020,0.0
404,Felt unsafe when in room on my own and he was between exit point. More mindful of personal safety ,9/22/2020,0.3666666666666667
406,"Tash did her cooking demo, was really great! 
NCP desperately needs a dongle.",9/23/2020,0.2
408,"We met our resident BebÃ¨ who is thriving!!! Parents are clean and working closely with social & Med â€” YAYAYAYAYAY

HAPPY DAYS - miss tony for passwords
Simon did awesome",9/23/2020,0.55
409,Awesome Detta worked her magic!!,9/24/2020,0.890625
410,Quiet night again. No medical assistance sought,9/24/2020,0.0
412,Fraser Coast Team visit,9/29/2020,0.0
413,Getting a little busier. Fun with Jenga tonight... Great for conversation...ðŸ˜Š,9/29/2020,0.3041666666666667
414,Fun to start seeing patients at the rebuilding of this clinic ,9/29/2020,0.3
415,"A good night lots of chats. We spoke to a couple of women about the womenâ€™s health day coming up. 
Instructed Frances on Telehealth and how to connect with Dr Nova tomorrow night. 
A man arrived at pack up time on the street yelling and swearing. Didnâ€™t come near us but was quite abusive and hence only 4 stars on shift safety ",9/30/2020,0.26666666666666666
416,"Ajax did an amazing job, Simon great support, two new patients",9/30/2020,0.5121212121212122
417,"We had wonderful shifts, lots of wonderful conversations. ",10/1/2020,1.0
418,was 1x awesome plus,10/1/2020,1.0
421,Awesome Nurse ,10/6/2020,1.0
422,"Arrived to clinic and greeted by 15 people waving, clapping and yelling out happily. People engaged. 2 new patients. ",10/7/2020,0.4681818181818182
424,"
noted patients seeing her shirt and immediately contacting her, and others identifying the Sunny Street shirt and engaging with encouraging comments about our services",10/7/2020,0.4
425,"Really busy clinic, but good! All team members did an outstanding job with the patients - lots of mental health issues, and new people too.",10/8/2020,0.30227272727272725
429," did a wonderful job with two interesting cases, interesting evening and conversations",10/13/2020,0.6666666666666666
432,"Wonderfully busy night with nurses Kelly, Mia and Simone heroes
",10/14/2020,0.1
433,Medical students were FABULOUS,10/15/2020,0.2
436,Great reasonably paced shift.,10/20/2020,0.5
437,"A little busier tonight, Nurse  did an awesome job with our patients tonight",10/20/2020,0.40625
438,"Last week we were worried about Frances accepting a ride home From John. I checked in with her and everything was all ok. 
Fairly quiet night numbers wise ",10/21/2020,0.3
439,"Could we have a sign for Sunny Street to use around the gate entrance at Wesley Mission please
Grateful to have Mia and nurse Ajax, graduate RN Mark to help tonight ... awesome team and care",10/21/2020,1.0
442,Hoppy shared a lot of heâ€™s past experiences and we learned a lot about him. Also Steve opened up about himself and heâ€™s history. A very good day. ,10/26/2020,0.32999999999999996
443,"Great shift, slower due to the rain/bad weather, Devi enjoyed her first shift â˜ºï¸",10/27/2020,0.35625
444,I am not able to create appointments on Best Practice (my name is not on the list in the appointment book). Can write progress notes etc (Monique),10/27/2020,0.375
445,No patients - may take some time to restart engagement,10/27/2020,0.0
447,"Awesome nurse Simone, sometimes referred to as Queen Simone",10/28/2020,1.0
448,"Very busy evening, printer has gremlins inside it! ",10/29/2020,0.1625
449,Busy and great stories,10/29/2020,0.45
453,"Monique did an awesome job for our youth visitors tonight, grateful to have her here",11/3/2020,1.0
455,It was a great night ,11/4/2020,0.8
456,"Great to have Christen visiting us and how she fit in so well, helping with kindness
Busy night here, Mia and Simone administered professional services with kindness and compassion
",11/4/2020,0.3500000000000001
461,"All OK tonight, was quiet.  Thanks Sara for a great shift.",11/10/2020,0.375
462,"Monique had done a great job with a young woman with sufficient idealisation, awesome nursing from Simone",11/10/2020,0.6333333333333333
464,Great day! Need to smooth out our process but we will get there :) ,11/11/2020,0.6333333333333333
466,"Good shift, fairly quiet ",11/11/2020,0.35
468,"Awesome bursting with kindness from Mia, Elise and Mark",11/11/2020,1.0
469,Great shift tonight! ,11/12/2020,1.0
471,Good clinic 3 new patients ,11/13/2020,0.41818181818181815
474,Wonderful nurse Simone on the job with kindness and caring,11/17/2020,1.0
475,"Lynda had trouble with the computer, pt notes in notebook. Lynda needs to be shown how to do a shift report.",11/18/2020,-0.2
477,Went well :),11/18/2020,0.5
478,What a lovely first day! ,11/18/2020,0.40625
479,"Wonderful work by our awesome nurses Elise and Mark
We learnt about Eliseâ€™s cockroach worries",11/18/2020,1.0
480,Busy but good shift. T from One Roof taken to hospital with chest pain.,11/19/2020,0.39999999999999997
485,"Awesome to have Monique and Simone here to help our clients, lots of care and kindness",11/24/2020,1.0
488,"Excellent night, lots of conversations ",11/25/2020,1.0
490,Linger night here with awesome Kelly,11/25/2020,1.0
491,Colleen from CQU joined us on shift.,11/26/2020,0.0
492,Lots of young people  but not requiring  us tonight,11/26/2020,0.1
496,"Awesome nurse Simone and our wonderful doctor Monique, great to be here with them seeing them work their magic with the youth visiting",12/1/2020,0.825
498,"Busy morning, 15 seen, a few extra possibles but didn't stay when saw extended  waiting list.
The Hatted Chef team brought some food for distribution (some filming done with approval of those involved)",12/2/2020,-0.03333333333333333
499,Tracey asked Sophie to talk with St John's school students/volunteers re Sunny Street. ,12/2/2020,0.0
500,"Good, busy clinic",12/2/2020,0.39999999999999997
505,"Great shift, not overly busy :)",12/8/2020,0.4666666666666666
506,Some really positive chats with everyone tonight,12/8/2020,0.22727272727272727
510,"Great to meet Jodi and Karlene, and to see the setup at Maryborough. ",12/9/2020,0.8
511,Well done everyone! ,12/9/2020,0.0
512,Steady evening ,12/10/2020,0.16666666666666666
513,It was awesome!,12/10/2020,1.0
517,A great day for networking! ,12/16/2020,1.0
522,"Thanks for SS service from Dale, boss at The Shack",12/21/2020,0.2
523,Last Sunny Street Clinic at MNC for 2020 ,12/22/2020,0.0
533,"Really really busy. Some major drug use and affected clients who virtually ran when I suggested an ambulance as the man was on parole. 
Another guy Frankie having mental health issues and worried about getting back on drugs. Has lots of issues and I nearly got him to let me call the ambulance but he decided to go with his friend tonight and talk with him. Orange Sky were great and waited with me while I talked with him. No suicide plan

The kitchen has been fairly quiet so are closing early so I have to pack up and canâ€™t enter notes into computer. 

Felt a bit swamped tonight so hope some more volunteers can come next week :)",1/27/2021,0.1875
534,"Mia, Ajax and Elise did an amazing job with a busy and intense night
So grateful to have these nurses here",1/27/2021,0.30000000000000004
537,"Great chat with a young fella who has turned his life around, loves a laugh, but remains homeless atm",1/28/2021,0.39999999999999997
539,"Good shift, thanks Kim for coming along.",2/2/2021,0.44999999999999996
540,Awesome to be back with wonderful nurse Simone and Dr Monique,2/2/2021,0.6666666666666666
542,We coped  without  Tony! Just! ,2/3/2021,0.0
544,Awesome  great shit. ,2/4/2021,0.5333333333333333
545,Very quiet night.,2/4/2021,0.0
548,"Awesome care by our wonderful nurse Simone, grateful to have her helping everyone in need here",2/9/2021,1.0
550,"Wonderful nurse Elise and Mark dispensing kindness and care, grateful for their work tonight
2 cases High suicide ideation",2/10/2021,0.58
553,Very quiet evening  here tonight.,2/11/2021,0.0
556,Busy shift towards end ,2/16/2021,0.1
557,"Printer please for Ref Cross
Wonderful Dr Monique and nurse Mark doing their magic",2/16/2021,0.5
558,Patients were happy with care. ,2/16/2021,0.8
559,"A lot of new faces , apparently a lot of guys just released from prison. Regulars were quite wary of them ",2/17/2021,-0.10454545454545455
560,Great working with Mark. ,2/17/2021,0.8
562,Some new faces observed,2/18/2021,0.13636363636363635
563,Nice and busy with lots conversations  with lots of young people. Great evening ,2/18/2021,0.4
566,Grateful to have wonderful nurse Simone her to help clients,2/23/2021,1.0
568,"Our nurses did great out in the street tonight with key medical conversations and supporting patients, yay Elise and Mark",2/24/2021,0.2625
571,Shift start with 000 call for fallen patient with sezier. New volunteer super super excited and keen. Very rewarding clinic.,2/25/2021,0.3656060606060606
572,Great night,2/25/2021,0.8
573,"Was a busy night 27 attendees to Red Cross Night Cafe, all engaged in conversation regarding Sunny Street services.",2/25/2021,0.03333333333333333
575,Fantastic to work with Irene(RN). Irene appreciated having an overview of BP,3/2/2021,0.30000000000000004
576,"Great, lots of conversations",3/2/2021,0.8
578,"Quiet night, wonderful nurses Elise and Mark",3/3/2021,0.5
581,There was exposed needles in the silver doctorâ€™s box! We have put the in a sharps container but donâ€™t know how they got there. ,3/4/2021,0.0
582,"Night was quiet, though the interaction with clients where in-depth. ",3/4/2021,0.0
585,"Intense mental health issues tonight, handled well by all. ",3/9/2021,0.05
586,Extra long extension cord is missing ,3/10/2021,-0.08333333333333333
587,"Wonderful to have Zaheen start with us tonight, and our brilliant nurses Elise and Mark for company here",3/10/2021,0.95
588,Lynda away until 10/4/2021,3/10/2021,0.0
589,A few agitated people that walked out - otherwise good,3/10/2021,0.24999999999999997
590,The young volunteers were wonderful ,3/11/2021,0.55
593,"From the perspective of patient care it was a great shift. I had time to get to know the 2 patients and really listen to their personal stories. Both needed advice and assistance with their health needs. I learnt a lot from both patients and other service providers who shared their perspectives on the issues homeless people face. 

Unfortunately I could not access Best Practice due to a combination of connectivity issues and my lack of knowledge. This was despite the efforts of Tess to try to help me over the phone and giving me a prior rundown - some students are like that Tess! I am organizing with Tess to come into the office and make sure I am on track for next clinic. At least I now know what I don't know.

Overall it was really satisfying and I loved being there.",3/16/2021,0.18928571428571428
595,Night went well and without any concerns.,3/16/2021,0.0
597,"Wonderful nurse Mark grateful he was here tonight, Maya put a smile on one patients dial with her chocolate donation :-)",3/17/2021,0.6
599,"No volunteers available for shift. Nova's mobile number given to Dianne, in the event that a patient/s needed to speak with Nova.",3/17/2021,0.4
600,Rowan and Flynn awesome! A great clinic.,3/18/2021,0.9
601,Caroline had a great first shift with the awesome team if Simone and Jenny.,3/18/2021,0.6833333333333332
604,"Awesome to have Cheryl tonight, and awesome Mark
Quiet night",3/23/2021,0.6666666666666666
607,NO staff to cover shift,3/24/2021,0.0
608,NO staff to cover shift,3/24/2021,0.0
609,"3 Long consults - all Mental Health related. So thankful to have Emily, Kim, Flynn and Rowan having meaningful chats with our patients. Lots of mental health issues in the community. 2 patients very upset that they did not get their scripts.",3/25/2021,0.075
612,"Very rewarding to meet a new patient  todaywho is desperately needing medical care and a service she can trust. To have the time to really listen to her problems, identify a way forward  and connect her to a doctor - all within 48 hrs - is very satisfying. Sunny Street is doing a great job.",3/30/2021,0.26233766233766237
615,"Quiet night with lock down, thanks to Ajax for rescuing the clinic",3/31/2021,0.014814814814814808
619,Busy. Lots of new young people,4/8/2021,0.11212121212121212
621,Everything went well and all members of the team feel happy ,4/13/2021,0.8
622,Busy space but not a lot of nursing chatter. Music artists here tonight providing entertainment. Fun night. ,4/13/2021,0.2
623,"Very well, enjoyed meeting our new RNs 
Called an ambulance for Maxy Herring, off to Nambour. Added notes to his file ",4/14/2021,0.27878787878787875
624,Awesome Elise in the job tonight and great to have Aaron start here â€¦ yay !,4/14/2021,1.0
625,Dr. Chris and his nurse present.,4/14/2021,0.0
631,OSA volunteers point out to SS people who they think need support. ,4/21/2021,0.0
632,We were invited  upstairs  to the Wesley  debrief session! First time allowed  upstairs. Nice to be involved. They are returning  to  dine in in  the next coupke of  months. Should see numbers increasing  at our clinic too. Not sure of timeline about this. Probably  worth talking to them,4/21/2021,0.18
635,Welcome  to  Alex on his first shift.ðŸ˜Š ,4/22/2021,0.525
